University,Start year,End year,Award amount,PI
Washington State University,2017,NA,93232,NA
Washington State University,2017,NA,95000,NA
Washington State University,2017,NA,138014,NA
Washington State University,2017,NA,195711,NA
Washington State University,2017,NA,210174,NA
Washington State University,2017,NA,250000,NA
Washington State University,2017,NA,272998,NA
Washington State University,2017,NA,312238,NA
Washington State University,2017,NA,385247,NA
Washington State University,2017,NA,410000,NA
Washington State University,2017,NA,458145,NA
Washington State University,2017,NA,461599,NA
Washington State University,2017,NA,462282,NA
Washington State University,2017,NA,494390,NA
Washington State University,2017,NA,500000,NA
Washington State University,2017,NA,749118,NA
Washington State University,2017,NA,793168,NA
Washington State University,2017,NA,796800,NA
Washington State University,2017,NA,876758,NA
Washington State University,2017,NA,1000000,NA
Washington State University,2017,NA,1082736,NA
Washington State University,2017,NA,1881357,NA
Washington State University,2017,NA,2725101,NA
Washington State University,2017,NA,4413630,NA
Washington State University,2018,NA,11425,NA
Washington State University,2018,NA,16397,NA
Washington State University,2018,NA,50000,NA
Washington State University,2018,NA,82660,NA
Washington State University,2018,NA,84000,NA
Washington State University,2018,NA,89490,NA
Washington State University,2018,NA,95000,NA
Washington State University,2018,NA,98130,NA
Washington State University,2018,NA,108695,NA
Washington State University,2018,NA,149025,NA
Washington State University,2018,NA,149984,NA
Washington State University,2018,NA,164829,NA
Washington State University,2018,NA,165000,NA
Washington State University,2018,NA,278911,NA
Washington State University,2018,NA,295000,NA
Washington State University,2018,NA,299719,NA
Washington State University,2018,NA,328000,NA
Washington State University,2018,NA,445290,NA
Washington State University,2018,NA,445411,NA
Washington State University,2018,NA,449523,NA
Washington State University,2018,NA,459540,NA
Washington State University,2018,NA,463451,NA
Washington State University,2018,NA,477388,NA
Washington State University,2018,NA,490500,NA
Washington State University,2018,NA,494378,NA
Washington State University,2018,NA,498407,NA
Washington State University,2018,NA,498982,NA
Washington State University,2018,NA,499683,NA
Washington State University,2018,NA,499873,NA
Washington State University,2018,NA,676513,NA
Washington State University,2018,NA,795952,NA
Washington State University,2018,NA,884570,NA
Washington State University,2018,NA,1000000,NA
Washington State University,2018,NA,1082736,NA
Washington State University,2018,NA,1790416,NA
Washington State University,2018,NA,2402944,NA
Washington State University,2018,NA,2727219,NA
Washington State University,2018,NA,3291766,NA
Washington State University,2018,NA,4402946,NA
Washington State University,2018,NA,4966223,NA
Washington State University,2019,NA,22666,NA
Washington State University,2019,NA,37589,NA
Washington State University,2019,NA,49234,NA
Washington State University,2019,NA,71083,NA
Washington State University,2019,NA,82660,NA
Washington State University,2019,NA,84000,NA
Washington State University,2019,NA,89488,NA
Washington State University,2019,NA,89490,NA
Washington State University,2019,NA,107703,NA
Washington State University,2019,NA,114214,NA
Washington State University,2019,NA,115125,NA
Washington State University,2019,NA,119667,NA
Washington State University,2019,NA,120000,NA
Washington State University,2019,NA,160000,NA
Washington State University,2019,NA,182570,NA
Washington State University,2019,NA,187303,NA
Washington State University,2019,NA,250000,NA
Washington State University,2019,NA,299989,NA
Washington State University,2019,NA,299996,NA
Washington State University,2019,NA,300000,NA
Washington State University,2019,NA,316203,NA
Washington State University,2019,NA,323622,NA
Washington State University,2019,NA,446101,NA
Washington State University,2019,NA,451404,NA
Washington State University,2019,NA,455000,NA
Washington State University,2019,NA,467122,NA
Washington State University,2019,NA,475265,NA
Washington State University,2019,NA,480000,NA
Washington State University,2019,NA,484344,NA
Washington State University,2019,NA,494911,NA
Washington State University,2019,NA,498000,NA
Washington State University,2019,NA,499513,NA
Washington State University,2019,NA,499691,NA
Washington State University,2019,NA,500000,NA
Washington State University,2019,NA,811784,NA
Washington State University,2019,NA,878498,NA
Washington State University,2019,NA,996315,NA
Washington State University,2019,NA,1082736,NA
Washington State University,2019,NA,1848682,NA
Washington State University,2019,NA,2340790,NA
Washington State University,2019,NA,2903496,NA
Washington State University,2019,NA,4044300,NA
Washington State University,2019,NA,4645379,NA
Washington State University,2020,NA,9800,NA
Washington State University,2020,NA,14413,NA
Washington State University,2020,NA,18858,NA
Washington State University,2020,NA,24553,NA
Washington State University,2020,NA,50000,NA
Washington State University,2020,NA,79465,NA
Washington State University,2020,NA,80000,NA
Washington State University,2020,NA,82660,NA
Washington State University,2020,NA,84108,NA
Washington State University,2020,NA,86526,NA
Washington State University,2020,NA,90616,NA
Washington State University,2020,NA,96106,NA
Washington State University,2020,NA,120000,NA
Washington State University,2020,NA,161887,NA
Washington State University,2020,NA,180000,NA
Washington State University,2020,NA,199805,NA
Washington State University,2020,NA,250000,NA
Washington State University,2020,NA,288172,NA
Washington State University,2020,NA,290904,NA
Washington State University,2020,NA,392866,NA
Washington State University,2020,NA,399993,NA
Washington State University,2020,NA,401645,NA
Washington State University,2020,NA,445000,NA
Washington State University,2020,NA,449936,NA
Washington State University,2020,NA,450000,NA
Washington State University,2020,NA,475000,NA
Washington State University,2020,NA,487338,NA
Washington State University,2020,NA,494706,NA
Washington State University,2020,NA,499048,NA
Washington State University,2020,NA,499644,NA
Washington State University,2020,NA,499660,NA
Washington State University,2020,NA,500000,NA
Washington State University,2020,NA,500000,NA
Washington State University,2020,NA,500000,NA
Washington State University,2020,NA,500000,NA
Washington State University,2020,NA,500000,NA
Washington State University,2020,NA,789500,NA
Washington State University,2020,NA,826635,NA
Washington State University,2020,NA,826635,NA
Washington State University,2020,NA,904320,NA
Washington State University,2020,NA,910080,NA
Washington State University,2020,NA,946115,NA
Washington State University,2020,NA,1030115,NA
Washington State University,2020,NA,1082736,NA
Washington State University,2020,NA,2190747,NA
Washington State University,2020,NA,2208947,NA
Washington State University,2020,NA,2400000,NA
Washington State University,2020,NA,2882474,NA
Washington State University,2020,NA,2892985,NA
Washington State University,2020,NA,4624011,NA
Washington State University,2020,NA,4634695,NA
Washington State University,2021,NA,0,NA
Washington State University,2021,NA,0,NA
Washington State University,2021,NA,0,NA
Washington State University,2021,NA,6014,NA
Washington State University,2021,NA,9242,NA
Washington State University,2021,NA,15563,NA
Washington State University,2021,NA,84108,NA
Washington State University,2021,NA,88889,NA
Washington State University,2021,NA,90616,NA
Washington State University,2021,NA,96106,NA
Washington State University,2021,NA,100000,NA
Washington State University,2021,NA,100000,NA
Washington State University,2021,NA,119965,NA
Washington State University,2021,NA,120000,NA
Washington State University,2021,NA,132000,NA
Washington State University,2021,NA,142977,NA
Washington State University,2021,NA,144524,NA
Washington State University,2021,NA,160000,NA
Washington State University,2021,NA,165000,NA
Washington State University,2021,NA,180000,NA
Washington State University,2021,NA,183840,NA
Washington State University,2021,NA,249647,NA
Washington State University,2021,NA,250000,NA
Washington State University,2021,NA,476530,NA
Washington State University,2021,NA,499962,NA
Washington State University,2021,NA,649996,NA
Washington State University,2021,NA,650000,NA
Washington State University,2021,NA,710000,NA
Washington State University,2021,NA,750000,NA
Washington State University,2021,NA,750000,NA
Washington State University,2021,NA,826635,NA
Washington State University,2021,NA,943332,NA
Washington State University,2021,NA,1000000,NA
Washington State University,2021,NA,1009522,NA
Washington State University,2021,NA,1499887,NA
Washington State University,2021,NA,2205700,NA
Washington State University,2021,NA,2247797,NA
Washington State University,2021,NA,2400000,NA
Washington State University,2021,NA,2884173,NA
Washington State University,2021,NA,3716505,NA
Washington State University,2021,NA,4000000,NA
Washington State University,2021,NA,4697700,NA
Washington State University,2021,NA,4853908,NA
Washington State University,2021,NA,10000000,NA
Washington State University,2022,NA,3014,NA
Washington State University,2022,NA,24348,NA
Washington State University,2022,NA,41065,NA
Washington State University,2022,NA,82660,NA
Washington State University,2022,NA,83199,NA
Washington State University,2022,NA,86126,NA
Washington State University,2022,NA,87548,NA
Washington State University,2022,NA,88576,NA
Washington State University,2022,NA,140000,NA
Washington State University,2022,NA,153517,NA
Washington State University,2022,NA,165090,NA
Washington State University,2022,NA,183840,NA
Washington State University,2022,NA,224409,NA
Washington State University,2022,NA,250000,NA
Washington State University,2022,NA,253099,NA
Washington State University,2022,NA,280000,NA
Washington State University,2022,NA,295376,NA
Washington State University,2022,NA,300000,NA
Washington State University,2022,NA,349819,NA
Washington State University,2022,NA,479884,NA
Washington State University,2022,NA,547535,NA
Washington State University,2022,NA,562492,NA
Washington State University,2022,NA,593007,NA
Washington State University,2022,NA,595120,NA
Washington State University,2022,NA,600000,NA
Washington State University,2022,NA,650000,NA
Washington State University,2022,NA,650000,NA
Washington State University,2022,NA,822514,NA
Washington State University,2022,NA,999505,NA
Washington State University,2022,NA,1010163,NA
Washington State University,2022,NA,1500000,NA
Washington State University,2022,NA,2000476,NA
Washington State University,2022,NA,2121750,NA
Washington State University,2022,NA,2246685,NA
Washington State University,2022,NA,2400000,NA
Washington State University,2022,NA,2914711,NA
Washington State University,2022,NA,4000000,NA
Washington State University,2022,NA,4773180,NA
Washington State University,2022,NA,5176559,NA
Washington State University,2023,NA,30000,NA
Washington State University,2023,NA,50000,NA
Washington State University,2023,NA,106063,NA
Washington State University,2023,NA,109190,NA
Washington State University,2023,NA,115205,NA
Washington State University,2023,NA,116460,NA
Washington State University,2023,NA,116867,NA
Washington State University,2023,NA,119760,NA
Washington State University,2023,NA,143590,NA
Washington State University,2023,NA,150000,NA
Washington State University,2023,NA,174771,NA
Washington State University,2023,NA,249777,NA
Washington State University,2023,NA,250000,NA
Washington State University,2023,NA,254469,NA
Washington State University,2023,NA,287179,NA
Washington State University,2023,NA,300000,NA
Washington State University,2023,NA,498100,NA
Washington State University,2023,NA,594000,NA
Washington State University,2023,NA,603000,NA
Washington State University,2023,NA,612113,NA
Washington State University,2023,NA,647341,NA
Washington State University,2023,NA,649215,NA
Washington State University,2023,NA,649748,NA
Washington State University,2023,NA,650000,NA
Washington State University,2023,NA,650000,NA
Washington State University,2023,NA,741631,NA
Washington State University,2023,NA,849135,NA
Washington State University,2023,NA,1000000,NA
Washington State University,2023,NA,1176000,NA
Washington State University,2023,NA,1300000,NA
Washington State University,2023,NA,1300000,NA
Washington State University,2023,NA,1500000,NA
Washington State University,2023,NA,2052745,NA
Washington State University,2023,NA,2121750,NA
Washington State University,2023,NA,2169099,NA
Washington State University,2023,NA,2850000,NA
Washington State University,2023,NA,8000000,NA
Washington State University,2024,NA,1206,NA
Washington State University,2024,NA,33064,NA
Washington State University,2024,NA,34450,NA
Washington State University,2024,NA,50000,NA
Washington State University,2024,NA,191953,NA
Washington State University,2024,NA,329005,NA
Washington State University,2024,NA,898674,NA
Washington State University,2024,NA,1161802,NA
Washington State University,2024,NA,1909061,NA
